"","MSA_STATE","CBSA_code","name_2017match","name_2010match","MSA","state","total_pop","urb_pop","urb_land","urb_landsqmi","state_dom","ratio","urb_den","Median","Under18","y18to24","y25to34","y35to44","y45to54","y55to64","y65to74","y75","total","pincom2019","gdp2017","white","black","native","asian","LND010190D","land","total_den"
"68","Cleveland-Elyria, OH","17460","Cleveland-Elyria, OH","Cleveland-Elyria-Mentor, OH","Cleveland-Elyria","OH",2048449,1961629,2258906225,872.17,"OH",0.957616713913795,868.397713145441,40.5,0.23172286302979,0.0836109452927924,0.116766478596599,0.127898557701566,0.157363617107315,0.13065124877241,0.0764317074579731,0.0755545820415551,2077240,55451,138980,73.4,19.9,0.2,2.3,3979.57,10346.882,197.977419670969
"69","Cleveland, TN","17420","Cleveland, TN","Cleveland, TN","Cleveland","TN",124942,66777,141410470,54.6,"TN",0.534463991291959,472.221045584531,38.8,0.228529726741977,0.101245379486648,0.119761978788821,0.135799910180675,0.144643659101116,0.124313400352368,0.0862956437627388,0.0594103015856565,115788,39839,4343,90.7,4.4,0.2,1.1,773.91,2012.166,62.0932865379894
"70","Coeur d'Alene, ID","17660","Coeur d'Alene, ID","Coeur d'Alene, ID","Coeur d'Alene","ID",165697,98378,122348737,47.24,"ID",0.593722276202949,804.0785905293,38.9,0.247259809089202,0.0867041171458691,0.120886103369099,0.124539691250162,0.143428596184672,0.13220789348275,0.0827761491472555,0.0621976403309891,138494,46645,5931,94,0.3,1.4,0.9,1315.77,3421.002,48.4352245336308
"71","College Station-Bryan, TX","17780","College Station-Bryan, TX","College Station-Bryan, TX","College Station-Bryan","TX",264728,171345,184986507,71.42,"TX",0.647249252062494,926.256745850118,25.8,0.21030788069623,0.274184378553311,0.145810373480276,0.101141432694831,0.101701215778886,0.0801058339893291,0.0473497769614274,0.0393991078457098,228660,41742,10197,77,11.5,0.4,5.3,2133.91,5548.166,47.7145060187457
"72","Colorado Springs, CO","17820","Colorado Springs, CO","Colorado Springs, CO","Colorado Springs","CO",745791,559409,486493260,187.84,"CO",0.750088161428604,1149.88026761152,34.6,0.259375198454802,0.107451367924747,0.138372368586134,0.130850834788023,0.151229916374051,0.111926184881655,0.0581277018895221,0.0426664271010652,645613,51120,32683,80.1,6.2,0.8,2.7,2688.7,6990.62,106.684528697025
"73","Columbia, MO","17860","Columbia, MO","Columbia, MO","Columbia","MO",208173,124748,160085068,61.81,"MO",0.599251584019061,779.260686574465,30,0.21083305360388,0.205005035130161,0.149387103121781,0.113921266769298,0.123603764193858,0.1007083907261,0.0517750280694038,0.0447663583855173,172786,47482,9284,82.3,8.6,0.4,3.9,1732.02,4503.252,46.2272597669417
"74","Columbia, SC","17900","Columbia, SC","Columbia, SC","Columbia","SC",838433,549777,984258969,380.02,"SC",0.655719657981019,558.569459172487,35.7,0.234707490118526,0.11916133184297,0.137816930216077,0.132379188064586,0.143334141047788,0.11837576439751,0.0656802128197312,0.0485449414928126,767598,46523,40884,59.6,33.4,0.2,2.1,3834.52,9969.752,84.0976786584059
"75","Columbus, GA-AL","17980","Columbus, GA-AL","Columbus, GA-AL","Columbus","GA-AL",321048,253602,380849589,147.05,"GA--AL",0.78991926440906,665.884924980187,34.4,0.253892459261018,0.111668051481186,0.141630915842843,0.125243755616977,0.138273447170739,0.111695182541163,0.0645312261543418,0.0530649619317315,294865,42183,13821,49.1,41.7,0.3,2,2818.18,7327.268,43.8155121390401
"76","Columbus, OH","18140","Columbus, OH","Columbus, OH","Columbus","OH",2122271,1368035,1322092399,510.46,"OH",0.644609006107137,1034.74991690048,35.1,0.247633043947954,0.103784516067205,0.146777955890873,0.141262681482966,0.144556926735986,0.110050116088114,0.0590715346717952,0.046863225115108,1836536,52477,136296,75.3,15.5,0.2,4.2,4849.74,12609.324,168.309657202876
"77","Corpus Christi, TX","18580","Corpus Christi, TX","Corpus Christi, TX","Corpus Christi","TX",429024,320069,311528754,120.28,"TX",0.746039848586559,1027.41398952856,36,0.259357520697829,0.0986863154944708,0.130459964734869,0.121071499468688,0.142648621507059,0.119616520896342,0.0702313252449292,0.0579282319558135,428185,45140,21547,90.4,3.4,0.5,1.9,1873.69,4871.594,88.0664521715069
"78","Crestview-Fort Walton Beach-Destin, FL","18880","Crestview-Fort Walton Beach-Destin, FL","Crestview-Fort Walton Beach-Destin, FL","Crestview-Fort Walton Beach-Destin","FL",284809,224349,373152632,144.08,"FL",0.787717382526535,601.225827612546,38.3,0.223357777261616,0.101729878001571,0.138229861410669,0.119869263695789,0.158985079249206,0.118365021955293,0.0779440554799748,0.0615190629458805,180822,54270,14404,80.4,8.5,0.4,2.5,2320.22,6032.572,47.2118691662528
"79","Dallas-Fort Worth-Arlington, TX","19100","Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington","TX",7573136,5121892,4607936452,1779.13,"TX",0.676323784492976,1111.53703037222,33.5,0.278393784587116,0.0939490468351588,0.149398134553758,0.149874297154026,0.142075839801575,0.0983449975383618,0.0513991945412996,0.0365647049887057,6371773,58725,535499,68.3,15.8,0.5,6.9,9006.88,23417.888,323.391076086793
"80","Dalton, GA","19140","Dalton, GA","Dalton, GA","Dalton","GA",144724,85239,209331616,80.82,"GA",0.588976258257096,407.196015722728,34.6,0.280755412122874,0.0940257475725425,0.12969408058948,0.143235813171901,0.136788373515577,0.104895694910249,0.0663305842069368,0.0442742939104389,142227,37444,6668,90.9,3.1,0.6,1.2,637.58,1657.708,87.3036747123136
"81","Daphne-Fairhope-Foley, AL","19300","Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley","AL",223234,83852,221494077,85.52,"AL",0.375623784907317,378.57445732059,41.1,0.229874084437495,0.0759004745837105,0.114975447836941,0.129223932186651,0.147702521054509,0.134611691767481,0.097676460099306,0.0700353880339067,182265,47485,7322,86.2,9.3,0.8,0.9,2027.08,5270.408,42.3561136063849
"82","Davenport-Moline-Rock Island, IA-IL","19340","Davenport-Moline-Rock Island, IA-IL","Davenport-Moline-Rock Island, IA-IL","Davenport-Moline-Rock Island","IA-IL",379172,280051,358006564,138.23,"IA--IL",0.738585655058918,782.251020403078,39.4,0.235897706023335,0.0871921830967368,0.125597197713925,0.122391951328716,0.147828491664252,0.130677658089494,0.078174300086913,0.0722405119966288,379690,50502,20020,85.1,7.6,0.3,2.3,2313.94,6016.244,63.024704450152
"83","Dayton-Kettering, OH","19380","Dayton, OH","Dayton, OH","Dayton-Kettering","OH",807611,724091,910225462,351.44,"OH",0.896583875157718,795.507300365983,39.2,0.229848532742644,0.101107305746154,0.121278380800046,0.122332448407728,0.148384674070888,0.128269451528339,0.0779415854032433,0.0708376213009595,841502,49161,41111,78.1,15.2,0.2,2.2,1289.82,3353.532,240.824002872196
"84","Decatur, AL","19460","Decatur, AL","Decatur, AL","Decatur","AL",152603,70436,150964905,58.29,"AL",0.461563665196621,466.57201552904,39.3,0.237848520109992,0.0836968321967899,0.122577667409916,0.135247580105182,0.15254600887999,0.125912539248126,0.082617711874874,0.0595531401751295,153829,40295,5466,79.5,12.3,1.6,0.5,1317.22,3424.772,44.558586673799
"85","Decatur, IL","19500","Decatur, IL","Decatur, IL","Decatur","IL",104009,93863,153326154,59.2,"IL",0.902450749454374,612.178663269673,40.3,0.228260869565217,0.0934565939621551,0.117254080600896,0.115511700130001,0.147127329192547,0.134605662285137,0.081964105156724,0.0818196591073234,110768,48764,6224,77.9,14.8,0.2,1,585.4,1522.04,68.3352605713385
"86","Deltona-Daytona Beach-Ormond Beach, FL","19660","Deltona-Daytona Beach-Ormond Beach, FL","Deltona-Daytona Beach-Ormond Beach, FL","Deltona-Daytona Beach-Ormond Beach","FL",668365,531233,714324781,275.8,"FL",0.794824684117211,743.68552531009,45.3,0.188585362105812,0.0903753186963827,0.102795631964059,0.114459767930399,0.15000818855099,0.142917509952628,0.108709585457133,0.102148635342595,494593,44762,17199,81.5,10.8,0.3,1.9,2003.3,5208.58,128.320002764669
"87","Denver-Aurora-Lakewood, CO","19740","Denver-Aurora-Lakewood, CO","Denver-Aurora-Broomfield, CO","Denver-Aurora-Lakewood","CO",2967239,2374203,1729988718,667.95,"CO",0.800138782214712,1372.38062612614,35.7,0.249445052097872,0.0863194628466016,0.153408594989074,0.148364722062118,0.147507629305024,0.114479677858935,0.056518190417703,0.0439566704226725,2543482,67236,208868,81,5.7,0.8,4.2,8387.75,21808.15,136.06101388701
"88","Des Moines-West Des Moines, IA","19780","Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA","Des Moines-West Des Moines","IA",699292,450070,519530161,200.59,"IA",0.643608106484845,866.301966249078,35.2,0.259909450470742,0.0870595629115588,0.15058994124287,0.139635519711814,0.140834537324909,0.110181467716934,0.0594488030012306,0.0523407176199413,569633,55039,57151,86.9,5.2,0.3,3.9,3645.34,9477.884,73.7814474201204
"89","Detroit-Warren-Dearborn, MI","19820","Detroit-Warren-Dearborn, MI","Detroit-Warren-Livonia, MI","Detroit-Warren-Dearborn","MI",4319629,3734090,3463234750,1337.16,"MI",0.864446923566816,1078.20874689479,39.1,0.242946523130637,0.0864053535059645,0.117835321501309,0.138052022112307,0.157229444282805,0.125532266511493,0.068836543497236,0.0631625254582485,4296250,54172,260612,69.4,22.2,0.3,4.4,4231.27,11001.302,392.647070319495
"90","Dothan, AL","20020","Dothan, AL","Dothan, AL","Dothan","AL",149358,68781,143746685,55.5,"AL",0.460510987024465,478.48755607825,39.6,0.239187305598088,0.0814204986301746,0.120784954579474,0.128845982188837,0.145654666675822,0.130349700286324,0.086529020386023,0.0672278716552572,145639,43143,5295,72.4,23.8,0.4,0.8,1729.05,4495.53,33.2236688443854
"91","Dover, DE","20100","Dover, DE","Dover, DE","Dover","DE",180786,110769,191734980,74.03,"DE",0.612707842421426,577.719308182576,36.6,0.248777031606186,0.10956194935617,0.123325734705194,0.126732795268314,0.142794652208736,0.113375639208921,0.0782391719549011,0.0571930256915778,162310,43097,7337,66.2,25.7,0.7,2,800.14,2080.364,86.9011384546166
"92","Duluth, MN-WI","20260","Duluth, MN-WI","Duluth, MN-WI","Duluth","MN-WI",288732,120378,182534779,70.48,"MN--WI",0.416919496280288,659.479802476437,40.6,0.205124905726469,0.115247827687645,0.11827172937867,0.112853011927612,0.153379013550368,0.139660651032452,0.0782997522974147,0.0771631083993695,279771,47654,13318,92,1.6,2.2,1,12206.98,31738.148,9.09731720956119
"93","Durham-Chapel Hill, NC","20500","Durham-Chapel Hill, NC","Durham-Chapel Hill, NC","Durham-Chapel Hill","NC",644367,347602,470711743,181.74,"NC",0.539447240470105,738.460438196461,35,0.220567970703292,0.125978225740894,0.152812392809062,0.136183298734825,0.136508465233951,0.115668068451514,0.061860943736282,0.0504206345901812,504357,54423,43474,62.5,26.6,0.4,4.5,2349.15,6107.79,105.499206750723
"94","East Stroudsburg, PA","20700","East Stroudsburg, PA","East Stroudsburg, PA","East Stroudsburg","PA",170271,54316,134939022,52.1,"PA--NJ",0.318997363027174,402.522555706681,40.3,0.23889261784482,0.104114412218415,0.0935516538900861,0.133983349230461,0.173284582141049,0.128401690983385,0.0743220169333852,0.053449676758399,169842,43823,6340,76.3,14.7,0.3,2.4,616.05,1601.73,106.30443333146
"95","Eau Claire, WI","20740","Eau Claire, WI","Eau Claire, WI","Eau Claire","WI",169304,102852,178706416,69,"WI",0.607498936823702,575.536135199533,36.3,0.220792920925095,0.134916941253855,0.130399439035439,0.11777153104852,0.141997257230796,0.121513363243169,0.0675515510297795,0.0650569962333464,161151,48956,8536,93.1,1.4,0.4,3,1686.67,4385.342,38.6067950914661
"96","El Centro, CA","20940","El Centro, CA","El Centro, CA","El Centro","CA",181215,107672,77688228,30,"CA",0.594167149518528,1385.95000519255,31.9,0.292778236156949,0.109094242757609,0.138642510084342,0.13144595709571,0.12890195269527,0.095130867253392,0.0560998808214155,0.0479063531353135,174528,40447,6029,65.1,2.5,1.1,1.5,4482.08,11653.408,15.5503866336783
"97","El Paso, TX","21340","El Paso, TX","El Paso, TX","El Paso","TX",844124,803086,648975307,250.57,"TX--NM",0.951383919898025,1237.46773003183,31.3,0.300772999836382,0.111697164917873,0.133282208014268,0.130876653506477,0.127219611139491,0.0934556677287244,0.0552490673168075,0.047446627539977,800647,37633,29033,79.6,3.3,0.6,1.2,5587.01,14526.226,58.1103446965509
"98","Elizabethtown-Fort Knox, KY","21060","Elizabethtown-Fort Knox, KY","Elizabethtown, KY","Elizabethtown-Fort Knox","KY",153928,73467,147521282,56.96,"KY",0.477281586196144,498.009500757999,35.5,0.257157412975212,0.0970969466158883,0.138913944010156,0.132366205652435,0.148585220819135,0.110442974543997,0.0650932050511124,0.0503440903320639,119736,43076,6275,82.9,9.4,0.3,1.7,1217.87,3166.462,48.6119839745432
"99","Elkhart-Goshen, IN","21140","Elkhart-Goshen, IN","Elkhart-Goshen, IN","Elkhart-Goshen","IN",206341,143592,237926775,91.86,"IN--MI",0.695896598349334,603.513412897729,34.9,0.284345436046953,0.0891024959632312,0.128078194362191,0.131337980046467,0.134967275598682,0.11087826927652,0.0641631107669101,0.0571272379390461,197559,46975,17132,87.3,5.4,0.2,1,467.87,1216.462,169.623876454834
"100","Erie, PA","21500","Erie, PA","Erie, PA","Erie","PA",269728,196611,213013051,82.24,"PA",0.728923211531617,922.999783708088,38.6,0.227425988893879,0.116485960522658,0.116571501892603,0.120766593243657,0.146935123999344,0.126308961171346,0.0728063984944719,0.0726994717820406,280566,46379,11146,86.5,7.2,0.3,1.7,1558.49,4052.074,66.5654181044078
"101","Eugene-Springfield, OR","21660","Eugene, OR","Eugene-Springfield, OR","Eugene-Springfield","OR",382067,247421,224689268,86.75,"OR",0.64758537115218,1101.16963841816,39,0.198140539925792,0.125806405754659,0.130861635130717,0.11585232361429,0.136900615555208,0.142370953755171,0.0806277810158793,0.0694397452482834,351715,47340,15802,86.5,1.1,1.1,2.7,4721.95,12277.07,31.1203731835039
"102","Evansville, IN-KY","21780","Evansville, IN-KY","Evansville, IN-KY","Evansville","IN-KY",315086,229351,307803957,118.84,"IN--KY",0.727899684530573,745.12037543429,38.9,0.233271810770723,0.0971182906021033,0.123384335723606,0.122826729415963,0.152786916325597,0.127535714684005,0.0746997290033345,0.068376473474668,358676,48896,18001,88.1,7,0.1,1.3,1513.36,3934.736,80.0780535212528
"103","Fargo, ND-MN","22020","Fargo, ND-MN","Fargo, ND-MN","Fargo","ND-MN",246145,176676,181992071,70.27,"ND--MN",0.717772044932865,970.78954610061,31.5,0.222265862618967,0.165650430842478,0.159711079285553,0.119189374308473,0.12733203370103,0.102257432571596,0.0507383476149193,0.0528554390569842,208777,54932,16279,88,5.1,1.2,2.5,2820.78,7334.028,33.5620480314501
"104","Farmington, NM","22140","Farmington, NM","Farmington, NM","Farmington","NM",123958,53049,90362046,34.89,"NM",0.427959470143113,587.071700434937,33,0.289525083817785,0.0978745655316662,0.137691858140322,0.116583617852419,0.13992956230199,0.110101196518102,0.0608255667312602,0.0474685491064563,130044,35999,6360,52.3,0.8,39.6,0.8,5538.71,14400.646,8.60780828860039
"105","Fayetteville-Springdale-Rogers, AR","22220","Fayetteville-Springdale-Rogers, AR-MO","Fayetteville-Springdale-Rogers, AR-MO","Fayetteville-Springdale-Rogers","AR",534904,295083,486227209,187.73,"AR--MO",0.551655998085638,606.882943895474,33,0.266854344953843,0.112233486757455,0.14945250904569,0.133295481040751,0.127131890052763,0.098844137788102,0.062566385437086,0.0496217649243098,463204,67771,28504,83.1,2.6,1.2,3.2,2670.02,6942.052,77.0527215872195
"106","Fayetteville, NC","22180","Fayetteville, NC","Fayetteville, NC","Fayetteville","NC",526719,310282,512897004,198.03,"NC",0.58908450236274,604.959665547198,31,0.272190576527841,0.121918866322946,0.160752545833185,0.127909864813597,0.129656670751645,0.0956376251081519,0.0538261873503956,0.0381076632922379,366383,38204,17263,53.8,32.6,2,2,1652.17,4295.642,122.617061663891
"107","Flagstaff, AZ","22380","Flagstaff, AZ","Flagstaff, AZ","Flagstaff","AZ",143476,71957,90199563,34.83,"AZ",0.501526387688533,797.753310623024,31,0.236480907001138,0.176817610343622,0.134867319838418,0.115301924550479,0.133558000610024,0.1142678599326,0.0554005698514369,0.0333058078722819,134421,49189,5844,63.9,1.2,26.5,2,18662.57,48522.682,2.9568851944334
"108","Flint, MI","22420","Flint, MI","Flint, MI","Flint","MI",405813,356218,610985440,235.9,"MI",0.877788538070491,583.022076598094,38.5,0.250308837689941,0.0894361070011038,0.117954860377181,0.129312571925127,0.152612790342657,0.123713567721177,0.0726602315695531,0.0640010333732591,425790,41929,13623,74.8,19.9,0.3,1,649.37,1688.362,240.358998840296
"109","Florence-Muscle Shoals, AL","22520","Florence-Muscle Shoals, AL","Florence-Muscle Shoals, AL","Florence-Muscle Shoals","AL",147970,77074,160947434,62.14,"AL",0.520875853213489,478.876848698315,40.9,0.217593127493424,0.0990505447304213,0.110883054568192,0.124618552777344,0.146387380468543,0.131448921753196,0.093613435097902,0.0764049831109782,147137,39102,5044,84,12.5,0.5,0.6,1342.5,3490.5,42.3922074201404
"110","Florence, SC","22500","Florence, SC","Florence, SC","Florence","SC",204911,89557,184022610,71.05,"SC",0.43705315966444,486.663024722886,38.3,0.244972417617699,0.0939649552941634,0.119932284521759,0.12935018436901,0.143875932790442,0.132619207456486,0.0792202990766956,0.0560647188737437,205566,42439,8555,54.6,42.2,0.3,1,1370.6,3563.56,57.5017678950263
"111","Fond du Lac, WI","22540","Fond du Lac, WI","Fond du Lac, WI","Fond du Lac","WI",103403,54901,74721485,28.85,"WI",0.530942042300514,734.741821579162,40.2,0.226737378607342,0.0908366377062568,0.121013843928645,0.126602579870711,0.156228783957966,0.128777070439719,0.0735686243641337,0.0762350811252251,101633,49949,5052,92.8,1.4,0.5,1.2,765.87,1991.262,51.9283750706838
"112","Fort Collins, CO","22660","Fort Collins, CO","Fort Collins-Loveland, CO","Fort Collins","CO",356899,264465,284024540,109.66,"CO",0.741007960235249,931.134330857467,35.5,0.213787003971565,0.13948536528385,0.140610085772453,0.122033841738144,0.142065213763642,0.123402196041785,0.0661282248105997,0.0524880686179622,299630,55884,17164,91.3,1,0.8,2.2,2634,6848.4,52.114216459319
"113","Fort Smith, AR-OK","22900","Fort Smith, AR-OK","Fort Smith, AR-OK","Fort Smith","AR-OK",250368,122947,183291657,70.77,"AR--OK",0.491065152096115,670.772483659745,37.7,0.254641785446362,0.0896206194405744,0.122391088843639,0.12806438216697,0.144417800878791,0.121115100203622,0.0801595488157754,0.0595896742042653,298592,38382,10061,77.1,4.3,4.6,3,2484.96,6460.896,38.7512815559947
"114","Fort Wayne, IN","23060","Fort Wayne, IN","Fort Wayne, IN","Fort Wayne","IN",413263,313492,445815649,172.13,"IN",0.758577467617474,703.187518659759,36,0.266758276737688,0.0918999560367754,0.128838674184458,0.128122770307767,0.143971152437076,0.117586010565588,0.063729859197563,0.0590933005330841,416257,47516,22358,80.4,10.6,0.2,3.5,998.05,2594.93,159.257860520322
"115","Fresno, CA","23420","Fresno, CA","Fresno, CA","Fresno","CA",999101,654628,443623746,171.28,"CA",0.655217040119067,1475.63787083661,30.6,0.298250308990274,0.116629587833844,0.142650330485249,0.12291794293084,0.123651996345854,0.0954957278736095,0.0531989897361492,0.0472051158041808,930450,45487,42045,65,4.8,1.2,10.3,6017.89,15646.514,63.8545429352506
"116","Gadsden, AL","23460","Gadsden, AL","Gadsden, AL","Gadsden","AL",102268,64172,186576743,72.04,"AL",0.627488559471193,343.944261048656,40.2,0.229684956430145,0.0851575217849277,0.115349995212104,0.133639758690032,0.14262185195825,0.135468735037824,0.0871109834338792,0.0709661974528392,104430,38326,2993,79.8,15.9,0.6,0.7,548.81,1426.906,71.6711542316032
"117","Gainesville, FL","23540","Gainesville, FL","Gainesville, FL","Gainesville","FL",329128,187781,225430522,87.04,"FL",0.570540944556525,832.98835638592,30.6,0.181311134235172,0.225045880238388,0.146033487844102,0.103876643647715,0.120745435625769,0.111425598335068,0.0614889792829439,0.0500728407908429,264275,44880,12900,72.4,17.9,0.3,5.1,2737.08,7116.408,46.2491751456634
"118","Gainesville, GA","23580","Gainesville, GA","Gainesville, GA","Gainesville","GA",204441,130846,327037233,126.27,"GA",0.640018391614207,400.095116998498,34.5,0.279190133790432,0.0930578126043499,0.134352529997106,0.142806259878453,0.13459740433205,0.104633690256228,0.0643963847643641,0.0469657843770174,179684,45576,9696,85.6,7.2,0.2,1.8,429.21,1115.946,183.199724717863
"119","Glens Falls, NY","24020","Glens Falls, NY","Glens Falls, NY","Glens Falls","NY",125148,65443,107616708,41.55,"NY",0.522924856969348,608.111892811291,42.9,0.208356926227283,0.0812345353428015,0.11054660533807,0.131186832450377,0.164377186382569,0.141766791030305,0.0866020803115038,0.07592904291709,128923,48823,5174,94.6,2.2,0.3,0.8,1777.64,4621.864,27.0773869590278
"120","Goldsboro, NC","24140","Goldsboro, NC","Goldsboro, NC","Goldsboro","NC",123131,61054,137046994,52.91,"NC",0.495845887713086,445.496819871875,36.6,0.248599365535014,0.100152499938837,0.13176157817049,0.126028559079455,0.144613979432896,0.117726690751327,0.0742112001826737,0.0569061269093074,122623,39894,4492,63.7,30.5,0.3,1.2,556.72,1447.472,85.066239623288
"121","Grand Forks, ND-MN","24220","Grand Forks, ND-MN","Grand Forks, ND-MN","Grand Forks","ND-MN",100815,63967,68622809,26.49,"ND--MN",0.634498834498834,932.153622565931,32.4,0.212693350666761,0.179400981099115,0.135342927656636,0.105463076751201,0.132905414326485,0.111069357410548,0.0605518936431684,0.0625729984460853,98461,51950,5721,87.8,3.3,2.4,2.2,3437.8,8938.28,11.2790156495433
"122","Grand Junction, CO","24300","Grand Junction, CO","Grand Junction, CO","Grand Junction","CO",154210,128124,204086143,78.8,"CO",0.830841060890993,627.793725319215,38.1,0.235252823347396,0.0992618744164173,0.130695255685884,0.113649530066861,0.143113213333969,0.128957286860274,0.0780586547439733,0.0710113615452247,146723,46719,5579,94,0.7,0.9,0.9,3341.28,8687.328,17.751142813993
"123","Grand Rapids-Kentwood, MI","24340","Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI","Grand Rapids-Kentwood","MI",1077370,569935,726682274,280.57,"MI",0.52900581972767,784.297375058856,35.5,0.25881471530433,0.100516689056526,0.134348196755193,0.128280975508939,0.147712359202232,0.113431332024388,0.0614549963831766,0.0554407357652165,774160,50330,60529,83.9,6.7,0.3,2.6,3805.61,9894.586,108.884798211871
"124","Greeley, CO","24540","Greeley, CO","Greeley, CO","Greeley","CO",324492,117825,106792744,41.23,"CO",0.363106024185496,1103.30529572309,33.1,0.278457431029368,0.109637100761396,0.13809947592208,0.137288638386236,0.134733511322061,0.105927024621774,0.0558251755166617,0.0400316424404232,252825,50198,12586,90.3,1.2,0.8,1.6,4021.76,10456.576,31.0323379278265
"125","Green Bay, WI","24580","Green Bay, WI","Green Bay, WI","Green Bay","WI",322906,206520,271964922,105.01,"WI",0.639566932791586,759.36263574462,37.7,0.245244758213303,0.0923521017760522,0.130694453061478,0.132216130433221,0.156180916337133,0.118560218912556,0.0658696908643846,0.058881730401873,306241,52981,19522,87.1,2.1,2.2,2.7,2849.26,7408.076,43.5883757132081
"126","Greensboro-High Point, NC","24660","Greensboro-High Point, NC","Greensboro-High Point, NC","Greensboro-High Point","NC",771851,478295,772344697,298.2,"NC",0.619672708851838,619.276602607398,37.8,0.234851844636855,0.104356031561161,0.124630941377533,0.138743936523989,0.145639478254382,0.120190494348585,0.0719824924254042,0.0596047808720905,723801,44859,41543,63,26.8,0.5,3.7,2020.05,5252.13,146.95961448022
"127","Greenville-Anderson, SC","24860","Greenville-Anderson-Mauldin, SC","Greenville-Mauldin-Easley, SC","Greenville-Anderson","SC",920477,476194,1021312953,394.34,"SC",0.517333947507651,466.256693015818,37.1,0.233962755853347,0.111650805512209,0.127516146351725,0.134283956005313,0.14252432549538,0.118878593878044,0.0742889168678746,0.0568945000361075,636986,45436,42109,76.7,16.2,0.3,1.9,2788.37,7249.762,126.966512831732
"128","Greenville, NC","24780","Greenville, NC","Greenville, NC","Greenville","NC",180742,117798,168861167,65.2,"NC",0.65174668865012,697.602664323645,31.8,0.22558176349533,0.172803545987019,0.143506938947813,0.124135929502401,0.127713577119941,0.104501081737111,0.0569415861959791,0.0448155770144056,189510,43325,8217,57.2,34.7,0.3,1.7,654.81,1702.506,106.162327768595
"129","Gulfport-Biloxi, MS","25060","Gulfport-Biloxi-Pascagoula, MS","Gulfport-Biloxi, MS","Gulfport-Biloxi","MS",417665,208948,426115307,164.52,"MS",0.50027653741635,490.355536559028,36.4,0.243879109396351,0.103906438389197,0.135985853227233,0.126095169198617,0.148050799774938,0.118374728719556,0.0725866087935053,0.0511212925006028,248820,37792,17429,71.6,21.5,0.5,2.3,3020.19,7852.494,53.188834018848
"130","Hagerstown-Martinsburg, MD-WV","25180","Hagerstown-Martinsburg, MD-WV","Hagerstown-Martinsburg, MD-WV","Hagerstown-Martinsburg","MD-WV",288104,182696,345324863,133.33,"MD--WV--PA",0.634132118957043,529.055447710407,39.2,0.236289663372223,0.0799063684327859,0.127532139407,0.142940477075128,0.15435089544475,0.124559708701791,0.0744333803968195,0.0599873671695029,269140,45281,10232,84.8,8.9,0.1,1.4,1018.87,2649.062,108.756986435199
"131","Hammond, LA","25220","Hammond, LA","Hammond, LA","Hammond","LA",134758,67629,198479707,76.63,"LA",0.501855177429169,340.735085829203,33.6,0.251203580600675,0.12812869022354,0.137179286026904,0.117120985656127,0.135758937050464,0.11662551508295,0.0669545901219683,0.0470284152373717,121097,38800,4040,67.1,29.5,0.3,0.7,823.19,2140.294,62.9623780658171
"132","Hanford-Corcoran, CA","25260","Hanford-Corcoran, CA","Hanford-Corcoran, CA","Hanford-Corcoran","CA",152940,113457,88824055,34.29,"CA",0.741839937230286,1277.32290537738,31.1,0.278124223764887,0.115902524480004,0.167268044606555,0.143010288792145,0.13257768887843,0.0844805271208377,0.0447372893543031,0.0338994130028369,152982,39433,5191,67.7,6.4,1.6,3.9,1391.58,3618.108,42.2707116537151
"133","Harrisburg-Carlisle, PA","25420","Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA","Harrisburg-Carlisle","PA",577941,444474,672575052,259.68,"PA",0.769064662309821,660.854128737442,39.9,0.221362209381683,0.0938896219118249,0.123668956731425,0.129589153282679,0.153630283452386,0.132484644433323,0.0749133263569771,0.070461804449702,549475,53871,37182,80,11.2,0.2,4,1664.58,4327.908,133.538189813647
"134","Harrisonburg, VA","25500","Harrisonburg, VA","Harrisonburg, VA","Harrisonburg","VA",134964,66784,84301359,32.55,"VA",0.494828250496429,792.205496948157,31.7,0.202989746702016,0.216389305906027,0.115724917750024,0.110566327019516,0.124668604465455,0.101918101383077,0.065456607148561,0.0622863896253234,125228,41312,8130,88,4.8,0.3,2,870.94,2264.444,59.6013855939913
"135","Hartford-East Hartford-Middletown, CT","25540","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-East Hartford-Middletown","CT",1204877,924859,1337069590,516.25,"CT",0.767596194466323,691.705956755774,40.2,0.222722889916619,0.0962395484587766,0.117463074726509,0.133066255574774,0.160807534925077,0.126214449088199,0.0720878997608837,0.0713983475491615,1212381,65132,90318,75.2,11.3,0.3,5,1606.71,4177.446,288.424314760741
"136","Hattiesburg, MS","25620","Hattiesburg, MS","Hattiesburg, MS","Hattiesburg","MS",168849,80358,178703954,69,"MS",0.475916351296128,449.671080025459,32.6,0.248001288136542,0.133686170734098,0.149640861931365,0.123668108819535,0.127896557035046,0.10226684028507,0.0647008582909788,0.0501393147673653,142842,39018,6165,67.4,29.6,0.1,0.9,2035.93,5293.418,31.8979154867422
